seq_num,add_order_id,add_side,add_price,add_qty,update_order_id,update_side,update_price,update_qty,delete_order_id,delete_side,trade_order_id,trade_side,trade_price,trade_qty,time
1627942268920677178,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:02.545881 UTC
1627942268920677179,7457972527799646585,SELL,229.02,1000,,,,,,,,,,,2021-08-03 07:19:02.545901 UTC
1627942268920677180,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:02.592833 UTC
1627942268920677181,7457972527799646585,SELL,229.03,1000,,,,,,,,,,,2021-08-03 07:19:02.592856 UTC
1627942268920677182,,,,,,,,,7457972527799724911,SELL,,,,,2021-08-03 07:19:02.592954 UTC
1627942268920677183,7457972527799725368,SELL,229,300,,,,,,,,,,,2021-08-03 07:19:02.693158 UTC
1627942268920677184,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:03.883043 UTC
1627942268920677185,7457972527799646585,SELL,229.04,1000,,,,,,,,,,,2021-08-03 07:19:03.883061 UTC
1627942268920677186,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:03.884438 UTC
1627942268920677187,7457972527799646585,SELL,229.03,1000,,,,,,,,,,,2021-08-03 07:19:03.884456 UTC
1627942268920677188,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:04.106614 UTC
1627942268920677189,7457972527799646585,SELL,229.04,1000,,,,,,,,,,,2021-08-03 07:19:04.106632 UTC
1627942268920677190,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:06.577891 UTC
1627942268920677191,7457972527799646585,SELL,229.05,1000,,,,,,,,,,,2021-08-03 07:19:06.577911 UTC
1627942268920677192,,,,,,,,,7457972527799646584,BUY,,,,,2021-08-03 07:19:07.756889 UTC
1627942268920677193,7457972527799646584,BUY,228.88,1000,,,,,,,,,,,2021-08-03 07:19:07.756934 UTC
1627942268920677194,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:07.756953 UTC
1627942268920677195,7457972527799646585,SELL,229.06,1000,,,,,,,,,,,2021-08-03 07:19:07.75697 UTC
1627942268920677196,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:07.757368 UTC
1627942268920677197,7457972527799646585,SELL,229.05,1000,,,,,,,,,,,2021-08-03 07:19:07.757387 UTC
1627942268920677198,,,,,,,,,7457972527799725368,SELL,,,,,2021-08-03 07:19:07.757494 UTC
1627942268920677199,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:07.757905 UTC
1627942268920677200,7457972527799646585,SELL,229.06,1000,,,,,,,,,,,2021-08-03 07:19:07.757924 UTC
1627942268920677201,,,,,,,,,7457972527799646584,BUY,,,,,2021-08-03 07:19:07.758124 UTC
1627942268920677202,7457972527799646584,BUY,228.87,1000,,,,,,,,,,,2021-08-03 07:19:07.758153 UTC
1627942268920677203,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:07.758192 UTC
1627942268920677204,7457972527799646585,SELL,229.05,1000,,,,,,,,,,,2021-08-03 07:19:07.75821 UTC
1627942268920677205,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:07.758846 UTC
1627942268920677206,7457972527799646585,SELL,229.06,1000,,,,,,,,,,,2021-08-03 07:19:07.758864 UTC
1627942268920677207,7457972527799725642,SELL,229.2,300,,,,,,,,,,,2021-08-03 07:19:07.860043 UTC
1627942268920677208,7457972527799725735,SELL,229,300,,,,,,,,,,,2021-08-03 07:19:08.949778 UTC
1627942268920677209,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:10.565764 UTC
1627942268920677210,7457972527799646585,SELL,229.05,1000,,,,,,,,,,,2021-08-03 07:19:10.565784 UTC
1627942268920677211,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:14.378383 UTC
1627942268920677213,,,,,,,,,7457972527799725735,SELL,,,,,2021-08-03 07:19:14.378504 UTC
1627942268920677212,7457972527799646585,SELL,229.04,1000,,,,,,,,,,,2021-08-03 07:19:14.378404 UTC
1627942268920677214,,,,,,,,,7457972527799725642,SELL,,,,,2021-08-03 07:19:14.378585 UTC
1627942268920677215,7457972527799726129,SELL,229,300,,,,,,,,,,,2021-08-03 07:19:14.479595 UTC
1627942268920677216,,,,,,,,,7457972527799646584,BUY,,,,,2021-08-03 07:19:14.480847 UTC
1627942268920677217,7457972527799646584,BUY,228.86,1000,,,,,,,,,,,2021-08-03 07:19:14.480893 UTC
1627942268920677218,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:14.482188 UTC
1627942268920677219,7457972527799646585,SELL,229.05,1000,,,,,,,,,,,2021-08-03 07:19:14.482217 UTC
1627942268920677220,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:15.324882 UTC
1627942268920677222,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:17.518262 UTC
1627942268920677221,7457972527799646585,SELL,229.04,1000,,,,,,,,,,,2021-08-03 07:19:15.324902 UTC
1627942268920677223,7457972527799646585,SELL,229.06,1000,,,,,,,,,,,2021-08-03 07:19:17.51828 UTC
1627942268920677225,7457972527799646584,BUY,228.87,1000,,,,,,,,,,,2021-08-03 07:19:17.518722 UTC
1627942268920677224,,,,,,,,,7457972527799646584,BUY,,,,,2021-08-03 07:19:17.51869 UTC
1627942268920677227,7457972527799646585,SELL,229.04,1000,,,,,,,,,,,2021-08-03 07:19:17.518964 UTC
1627942268920677226,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:17.518947 UTC
1627942268920677228,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:17.520074 UTC
1627942268920677229,7457972527799646585,SELL,229.03,1000,,,,,,,,,,,2021-08-03 07:19:17.520091 UTC
1627942268920677230,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:17.520409 UTC
1627942268920677231,7457972527799646585,SELL,229.04,1000,,,,,,,,,,,2021-08-03 07:19:17.520448 UTC
1627942268920677232,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:17.594704 UTC
1627942268920677233,7457972527799646585,SELL,229.06,1000,,,,,,,,,,,2021-08-03 07:19:17.594725 UTC
1627942268920677234,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:17.596175 UTC
1627942268920677235,7457972527799646585,SELL,229.05,1000,,,,,,,,,,,2021-08-03 07:19:17.596195 UTC
1627942268920677236,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:17.791298 UTC
1627942268920677238,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:17.792705 UTC
1627942268920677237,7457972527799646585,SELL,229.04,1000,,,,,,,,,,,2021-08-03 07:19:17.791317 UTC
1627942268920677239,7457972527799646585,SELL,229.05,1000,,,,,,,,,,,2021-08-03 07:19:17.792722 UTC
1627942268920677240,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:18.829995 UTC
1627942268920677241,7457972527799646585,SELL,229.04,1000,,,,,,,,,,,2021-08-03 07:19:18.830015 UTC
1627942268920677242,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:19.171036 UTC
1627942268920677244,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:19.1725 UTC
1627942268920677243,7457972527799646585,SELL,229.03,1000,,,,,,,,,,,2021-08-03 07:19:19.171077 UTC
1627942268920677246,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:19.182446 UTC
1627942268920677245,7457972527799646585,SELL,229.04,1000,,,,,,,,,,,2021-08-03 07:19:19.172519 UTC
1627942268920677247,7457972527799646585,SELL,229.05,1000,,,,,,,,,,,2021-08-03 07:19:19.182486 UTC
1627942268920677248,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:19.183916 UTC
1627942268920677249,7457972527799646585,SELL,229.04,1000,,,,,,,,,,,2021-08-03 07:19:19.183936 UTC
1627942268920677250,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:21.505353 UTC
1627942268920677251,7457972527799646585,SELL,229.03,1000,,,,,,,,,,,2021-08-03 07:19:21.505373 UTC
1627942268920677252,,,,,,,,,7457972527799726129,SELL,,,,,2021-08-03 07:19:21.505484 UTC
1627942268920677253,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:21.506709 UTC
1627942268920677254,7457972527799646585,SELL,229.04,1000,,,,,,,,,,,2021-08-03 07:19:21.506727 UTC
1627942268920677255,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:21.517405 UTC
1627942268920677257,7457972527799726622,SELL,229,300,,,,,,,,,,,2021-08-03 07:19:21.617795 UTC
1627942268920677256,7457972527799646585,SELL,229.05,1000,,,,,,,,,,,2021-08-03 07:19:21.517424 UTC
1627942268920677258,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:21.618084 UTC
1627942268920677259,7457972527799646585,SELL,229.04,1000,,,,,,,,,,,2021-08-03 07:19:21.618102 UTC
1627942268920677260,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:21.685602 UTC
1627942268920677261,7457972527799646585,SELL,229.05,1000,,,,,,,,,,,2021-08-03 07:19:21.685652 UTC
1627942268920677262,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:21.68718 UTC
1627942268920677263,7457972527799646585,SELL,229.04,1000,,,,,,,,,,,2021-08-03 07:19:21.687197 UTC
1627942268920677264,,,,,,,,,7457972527799646584,BUY,,,,,2021-08-03 07:19:21.716787 UTC
1627942268920677265,7457972527799646584,BUY,228.86,1000,,,,,,,,,,,2021-08-03 07:19:21.716808 UTC
1627942268920677267,7457972527799646585,SELL,229.05,1000,,,,,,,,,,,2021-08-03 07:19:21.71815 UTC
1627942268920677266,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:21.718133 UTC
